pH ,DO,COD,BOD,Total photosynthetic pigments,Dry cell weight,protein(%),lipid(%),H(%),O(%)
8.31,7.48,19.6,12.0,0.57801,24.55,16.97741161,13.12245895,7.26,39.7225
8.743651994078538,10.467849470253316,19.10894523462727,2.221990145426908,0.2351411827174498,21.5460377431652,2.6755451945400006,1.424,10.63084408128139,33.706791292577726
8.159935831555519,10.390449067723656,16.420637355710873,1.3792839851725605,0.6871493463980777,59.567566565751946,3.755295682328286,0.165096233,6.329498305795756,34.462442767057
8.279851822232121,7.353537812567677,19.396828105189964,11.865373507581706,0.5186543396399478,26.206602982815554,17.477625876586313,13.12245895,7.320160055418647,39.61769372408832
9.479420601029284,8.043270111915254,38.44989372011636,7.573652784757985,0.8361485490507095,41.8221346675466,2.2094278037681145,1.215,9.612573965766751,34.85699200346001
8.233225112921936,10.324681863718409,17.004039459953344,1.9253384700674248,0.5628013370461502,61.03754652476789,3.6345918591307473,0.165096233,6.370298820879422,33.77640146784256
8.115745841417176,8.70755561027385,22.34715647822799,1.1714359039690097,0.1609812540418139,26.32309614393175,2.477154091680408,4.241,8.960623878980314,33.268633146916955
8.63732251102236,9.41811030591292,46.16775924531332,1.2565098551361384,0.1115741315678698,5.834391815066166,4.811043256604286,1.898,4.39799047651707,32.5760228522473
8.047029266466614,7.330175217957585,14.281196358829558,0.826895161107075,1.1502196596199628,58.15073495358007,2.699915033402673,3.988,10.94508363406721,31.354310615303785
9.17,12.92,46.16775924531332,6.5,0.18,17.84,0.237,12.859,8.316666667,40.92366667
8.217197286675038,7.5986972376381345,7.721758905585918,2.161032828720365,0.1545433230407781,28.740049643563395,12.894801970162842,13.54468891,9.573509912965063,40.41674527795776
9.435007814305234,7.481720053137036,39.5694969310304,8.050585669545413,0.7806653993291834,43.839278015190935,1.7904001543774182,1.215,9.75011945616236,35.23653295375631
8.848296397784539,12.104421400966244,10.122146987705976,2.0758278123158207,1.0188181003561805,32.40524248377659,19.116167737856127,2.427192887,7.912968186371004,38.8572992750182
9.93,18.990579215518025,27.962983055867852,9.278750523604876,0.3370759531669025,25.020695853449354,17.291084203632863,0.341508551,8.043765608269855,37.28539036033779
9.12429066242936,13.00242120462653,46.16775924531332,6.677172476806911,0.1278694008608073,17.736415787750357,0.4158877252202182,12.859,8.184062674380478,40.5456176895448
8.730910661899442,13.965040148075232,29.9653725288336,0.8560336907543555,0.7196511653319726,48.2169573829038,3.165237406902742,8.725,10.964007709365712,33.196049370321326
9.875279007348803,18.990579215518025,29.603512861094547,9.320071492867168,0.4228626462599108,23.711455435176383,16.52188317613493,0.341508551,7.690842824640823,37.11073418676696
8.340607735690298,7.672760706119879,19.280844879284352,2.3150539454837,0.4932751950498876,37.33248589316194,2.1895848103588738,1.184,8.990984899775905,35.57694825066104
9.189772814686163,12.8724787668853,46.16775924531332,6.369138293768786,0.1888327303268166,14.072744303663152,0.6973719673547465,12.859,8.232606139867546,40.9592381225608
8.15,12.39,12.7,0.5,0.862,51.49,4.923,10.111,10.77433333,33.57533333
8.85,12.09,9.89,1.5,1.03161,32.14,18.70262699,2.427192887,7.8305,38.957
9.28179520080717,12.750719564983871,46.16775924531332,7.084479342750456,0.1005961160023045,17.99394680927458,0.237,12.859,8.211808181499185,41.07824525479869
8.859831101947707,12.102640054516762,11.836432390159256,1.9593293990230645,0.9876797313699384,32.38229827966727,18.874449934496777,2.427192887,8.131388941203568,39.19805427280071
8.18,10.37,17.5,1.5,0.60823,59.3,3.493113692,0.165096233,6.552,33.7975
8.203399283958497,7.518892851669718,7.56,2.097227399124012,0.1536944356568417,27.863041958419124,13.277861695783344,13.54468891,9.73552345398289,40.33909007018985
